commitmentdate,donorname_survey,projecttitle,recipientname,nsds,role,collaborators,csa,support_type,usd_costestimate,usd_commitment,isocode,recipientcode,regionid,regionname,iso3n,recipientname,source,db_ref,usd_disbursement
2019,International Monetary Fund - IMF,Bermuda,Bermuda,NA,Lead Donor,NA,2.2; ,Technical Assistance,"22,022",22022,BMU,331,15,Caribbean,60,Bermuda,survey,imf_425_2020_Bermuda,22022
2019,International Monetary Fund - IMF,Bhutan,Bhutan,NA,Lead Donor,NA,2.5; 2.2; ,Technical Assistance,"55,615",55615,BTN,630,10,South Asia,64,Bhutan,survey,imf_426_2020_Bhutan,55615
2019,International Monetary Fund - IMF,Bolivia,Bolivia (Plurinational State of),NA,Lead Donor,NA,2.6; 2.5; 2.7; ,Technical Assistance,"64,043",64043,BOL,428,7,South America,68,Bolivia (Plurinational State of),survey,imf_427_2020_Bolivia (Plurinational State of),64043
2019,International Monetary Fund - IMF,Bosnia And Herzegovina,Bosnia and Herzegovina,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; ,Technical Assistance,"70,444",70444,BIH,64,103,Eastern Europe,70,Bosnia and Herzegovina,survey,imf_428_2020_Bosnia and Herzegovina,70444
2019,International Monetary Fund - IMF,Botswana,Botswana,NA,Lead Donor,NA,2.6; 2.5; 2.2; ,Technical Assistance,"104,140",104140,BWA,227,4,Sub-Saharan Africa,72,Botswana,survey,imf_429_2020_Botswana,104140
2019,International Monetary Fund - IMF,Brunei Darussalam,Brunei Darussalam,NA,Lead Donor,NA,2.4.7; 4.5; ,Technical Assistance,"39,085",39085,BRN,725,18,South East Asia,96,Brunei Darussalam,survey,imf_430_2020_Brunei Darussalam,39085
2019,International Monetary Fund - IMF,Burkina Faso,Burkina Faso,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"49,063",49063,BFA,287,4,Sub-Saharan Africa,854,Burkina Faso,survey,imf_431_2020_Burkina Faso,49063
2019,International Monetary Fund - IMF,Burundi,Burundi,NA,Lead Donor,NA,2.6; ,Technical Assistance,"10,168",10168,BDI,228,4,Sub-Saharan Africa,108,Burundi,survey,imf_432_2020_Burundi,10168
2019,International Monetary Fund - IMF,Cabo Verde,Cabo Verde,NA,Lead Donor,NA,2.4.6; 2.5; 2.2; 4.5; ,Technical Assistance,"114,131",114131,CPV,230,4,Sub-Saharan Africa,132,Cabo Verde,survey,imf_433_2020_Cabo Verde,114131
2019,International Monetary Fund - IMF,Cambodia,Cambodia,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.7; ,Technical Assistance,"125,661",125661,KHM,728,18,South East Asia,116,Cambodia,survey,imf_434_2020_Cambodia,125661
2019,International Monetary Fund - IMF,Cameroon,Cameroon,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"100,285",100285,CMR,229,4,Sub-Saharan Africa,120,Cameroon,survey,imf_435_2020_Cameroon,100285
2019,International Monetary Fund - IMF,Caucasus and Central Asia,Caucasus and Central Asia,NA,Lead Donor,NA,2.4.7; ,Technical Assistance,"17,192",17192,NA,202102,17,Central Asia,NA,Caucasus and Central Asia,survey,imf_436_2020_Caucasus and Central Asia,17192
2019,International Monetary Fund - IMF,Cayman Islands,Cayman Islands,NA,Lead Donor,NA,2.6; ,Technical Assistance,"33,710",33710,CYM,386,15,Caribbean,136,Cayman Islands,survey,imf_437_2020_Cayman Islands,33710
2019,International Monetary Fund - IMF,Central African Republic,Central African Republic,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"125,756",125756,CAF,231,4,Sub-Saharan Africa,140,Central African Republic,survey,imf_438_2020_Central African Republic,125756
2019,International Monetary Fund - IMF,Chad,Chad,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; ,Technical Assistance,"66,246",66246,TCD,232,4,Sub-Saharan Africa,148,Chad,survey,imf_439_2020_Chad,66246
2019,International Monetary Fund - IMF,"China, People's Republic",China,NA,Lead Donor,NA,2.4.7; 2.2; 4.5; ,Technical Assistance,"44,242",44242,CHN,730,18,South East Asia,156,China,survey,imf_440_2020_China,44242
2019,International Monetary Fund - IMF,Colombia,Colombia,NA,Lead Donor,NA,2.4.6; 2.5; 2.2; ,Technical Assistance,"55,909",55909,COL,437,7,South America,170,Colombia,survey,imf_441_2020_Colombia,55909
2019,International Monetary Fund - IMF,Comoros,Comoros,NA,Lead Donor,NA,2.4.7; 2.2; 2.7,Technical Assistance,"138,222",138222,COM,233,4,Sub-Saharan Africa,174,Comoros,survey,imf_442_2020_Comoros,138222
2019,International Monetary Fund - IMF,"Congo, Democratic Republic Of",Congo (Democratic Republic of the),NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"159,748",159748,COD,235,4,Sub-Saharan Africa,180,Congo (Democratic Republic of the),survey,imf_443_2020_Congo (Democratic Republic of the),159748
2019,International Monetary Fund - IMF,"Congo, Republic Of",Congo,NA,Lead Donor,NA,2.6; 2.5; 2.2; ,Technical Assistance,"148,797",148797,COG,234,4,Sub-Saharan Africa,178,Congo,survey,imf_444_2020_Congo,148797
2019,International Monetary Fund - IMF,Cook Islands,Cook Islands,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"34,113",34113,COK,831,12,Oceania,184,Cook Islands,survey,imf_445_2020_Cook Islands,34113
2019,International Monetary Fund - IMF,Costa Rica,Costa Rica,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"132,374",132374,CRI,336,16,Central America,188,Costa Rica,survey,imf_446_2020_Costa Rica,132374
2019,International Monetary Fund - IMF,Cote D'Ivoire,C<f4>te d'Ivoire,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"174,582",174582,CIV,247,4,Sub-Saharan Africa,384,C<f4>te d'Ivoire,survey,imf_447_2020_C<f4>te d'Ivoire,174582
2019,International Monetary Fund - IMF,Curacao,Curacao,NA,Lead Donor,NA,2.6; 2.5; 2.2; ,Technical Assistance,"35,583",35583,CUW,NA,NA,NA,NA,Curacao,survey,imf_448_2020_Curacao,35583
2019,International Monetary Fund - IMF,Djibouti,Djibouti,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"109,314",109314,DJI,274,4,Sub-Saharan Africa,262,Djibouti,survey,imf_449_2020_Djibouti,109314
2019,International Monetary Fund - IMF,Dominica,Dominica,NA,Lead Donor,NA,2.6; ,Technical Assistance,"19,462",19462,DMA,378,15,Caribbean,212,Dominica,survey,imf_450_2020_Dominica,19462
2019,International Monetary Fund - IMF,Dominican Republic,Dominican Republic,NA,Lead Donor,NA,2.4.6; 2.5; 2.2; ,Technical Assistance,"30,539",30539,DOM,340,15,Caribbean,214,Dominican Republic,survey,imf_451_2020_Dominican Republic,30539
2019,International Monetary Fund - IMF,Ecuador,Ecuador,NA,Lead Donor,NA,2.6; 2.4.6; 2.5; 2.7; ,Technical Assistance,"87,166",87166,ECU,440,7,South America,218,Ecuador,survey,imf_452_2020_Ecuador,87166
2019,International Monetary Fund - IMF,"Egypt, Arab Republic Of",Egypt,NA,Lead Donor,NA,2.4.7; 2.2; 2.7,Technical Assistance,"136,793",136793,EGY,142,3,North of Sahara,818,Egypt,survey,imf_453_2020_Egypt,136793
2019,International Monetary Fund - IMF,El Salvador,El Salvador,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"87,918",87918,SLV,342,16,Central America,222,El Salvador,survey,imf_454_2020_El Salvador,87918
2019,International Monetary Fund - IMF,Equatorial Guinea,Equatorial Guinea,NA,Lead Donor,NA,2.6; 2.2; ,Technical Assistance,"40,010",40010,GNQ,245,4,Sub-Saharan Africa,226,Equatorial Guinea,survey,imf_455_2020_Equatorial Guinea,40010
2019,International Monetary Fund - IMF,Eritrea,Eritrea,NA,Lead Donor,NA,2.4.6; 2.5; 2.2; ,Technical Assistance,"161,843",161843,ERI,271,4,Sub-Saharan Africa,232,Eritrea,survey,imf_456_2020_Eritrea,161843
2019,International Monetary Fund - IMF,Ethiopia,Ethiopia,NA,Lead Donor,NA,2.4.6; 2.5; ,Technical Assistance,"35,721",35721,ETH,238,4,Sub-Saharan Africa,231,Ethiopia,survey,imf_457_2020_Ethiopia,35721
2019,International Monetary Fund - IMF,Fiji,Fiji,NA,Lead Donor,NA,2.6; 2.5; 2.2; ,Technical Assistance,"102,066",102066,FJI,832,12,Oceania,242,Fiji,survey,imf_458_2020_Fiji,102066
2019,International Monetary Fund - IMF,Gabon,Gabon,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; 4.5; ,Technical Assistance,"184,416",184416,GAB,239,4,Sub-Saharan Africa,266,Gabon,survey,imf_459_2020_Gabon,184416
2019,International Monetary Fund - IMF,Gambia,Gambia,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; 2.7,Technical Assistance,"227,679",227679,GMB,240,4,Sub-Saharan Africa,270,Gambia,survey,imf_460_2020_Gambia,227679
2019,International Monetary Fund - IMF,Georgia,Georgia,NA,Lead Donor,NA,2.6; 2.5; 2.2; 2.7,Technical Assistance,"111,371",111371,GEO,612,103,Eastern Europe,268,Georgia,survey,imf_461_2020_Georgia,111371
2019,International Monetary Fund - IMF,Ghana,Ghana,NA,Lead Donor,NA,2.4.7; 2.4.6; 2.5; 2.2; 2.7,Technical Assistance,"183,049",183049,GHA,241,4,Sub-Saharan Africa,288,Ghana,survey,imf_462_2020_Ghana,183049
2019,International Monetary Fund - IMF,Grenada,Grenada,NA,Lead Donor,NA,2.4.7; 2.6; 2.2; 2.7,Technical Assistance,"79,840",79840,GRD,381,15,Caribbean,308,Grenada,survey,imf_463_2020_Grenada,79840
2019,International Monetary Fund - IMF,Guatemala,Guatemala,NA,Lead Donor,NA,2.4.7; 2.6; 4.5; 2.7,Technical Assistance,"61,020",61020,GTM,347,16,Central America,320,Guatemala,survey,imf_464_2020_Guatemala,61020
2019,International Monetary Fund - IMF,Guinea,Guinea,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"163,010",163010,GIN,243,4,Sub-Saharan Africa,324,Guinea,survey,imf_465_2020_Guinea,163010
2019,International Monetary Fund - IMF,Guinea-Bissau,Guinea-Bissau,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"59,988",59988,GNB,244,4,Sub-Saharan Africa,624,Guinea-Bissau,survey,imf_466_2020_Guinea-Bissau,59988
2019,International Monetary Fund - IMF,Guyana,Guyana,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; 4.5; ,Technical Assistance,"68,719",68719,GUY,446,7,South America,328,Guyana,survey,imf_467_2020_Guyana,68719
2019,International Monetary Fund - IMF,Haiti,Haiti,NA,Lead Donor,NA,2.6; 2.4.6; 2.2; ,Technical Assistance,"52,363",52363,HTI,349,15,Caribbean,332,Haiti,survey,imf_468_2020_Haiti,52363
2019,International Monetary Fund - IMF,Honduras,Honduras,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; 2.7,Technical Assistance,"226,224",226224,HND,351,16,Central America,340,Honduras,survey,imf_469_2020_Honduras,226224
2019,International Monetary Fund - IMF,India,India,NA,Lead Donor,NA,2.6; 2.5; 2.2; ,Technical Assistance,"25,611",25611,IND,645,10,South Asia,356,India,survey,imf_470_2020_India,25611
2019,International Monetary Fund - IMF,Indonesia,Indonesia,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; ,Technical Assistance,"69,125",69125,IDN,738,9,East Asia,360,Indonesia,survey,imf_471_2020_Indonesia,69125
2019,International Monetary Fund - IMF,"Iran, Islamic Republic Of",Iran (Islamic Republic of),NA,Lead Donor,NA,2.6; ,Technical Assistance,"12,282",12282,IRN,540,11,Middle East,364,Iran (Islamic Republic of),survey,imf_472_2020_Iran (Islamic Republic of),12282
2019,International Monetary Fund - IMF,Iraq,Iraq,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.2; 2.7,Technical Assistance,"122,144",122144,IRQ,543,11,Middle East,368,Iraq,survey,imf_473_2020_Iraq,122144
2019,International Monetary Fund - IMF,Jamaica,Jamaica,NA,Lead Donor,NA,2.7; 4.5; ,Technical Assistance,"48,218",48218,JAM,354,15,Caribbean,388,Jamaica,survey,imf_474_2020_Jamaica,48218
2019,International Monetary Fund - IMF,Jordan,Jordan,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.2; 2.7,Technical Assistance,"190,837",190837,JOR,549,11,Middle East,400,Jordan,survey,imf_475_2020_Jordan,190837
2019,International Monetary Fund - IMF,"Kazakhstan, Republic Of",Kazakhstan,NA,Lead Donor,NA,2.4.6; 2.5; ,Technical Assistance,"20,576",20576,KAZ,613,17,Central Asia,398,Kazakhstan,survey,imf_476_2020_Kazakhstan,20576
2019,International Monetary Fund - IMF,Kenya,Kenya,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; 2.7,Technical Assistance,"233,750",233750,KEN,248,4,Sub-Saharan Africa,404,Kenya,survey,imf_477_2020_Kenya,233750
2019,International Monetary Fund - IMF,Kingdom of Eswatini,Swaziland,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; 2.7,Technical Assistance,"144,275",144275,SWZ,280,4,Sub-Saharan Africa,748,Swaziland,survey,imf_478_2020_Swaziland,144275
2019,International Monetary Fund - IMF,Kiribati,Kiribati,NA,Lead Donor,NA,2.6; 2.2; ,Technical Assistance,"25,231",25231,KIR,836,12,Oceania,296,Kiribati,survey,imf_479_2020_Kiribati,25231
2019,International Monetary Fund - IMF,Kosovo,NA,NA,Lead Donor,NA,2.4.6; 2.5; ,Technical Assistance,"84,862",84862,NA,NA,NA,NA,NA,NA,survey,imf_480_2020_NA,84862
2019,International Monetary Fund - IMF,Kuwait,Kuwait,NA,Lead Donor,NA,2.4.7; 2.5; ,Technical Assistance,"35,041",35041,KWT,552,11,Middle East,414,Kuwait,survey,imf_481_2020_Kuwait,35041
2019,International Monetary Fund - IMF,Kyrgyz Republic,Kyrgyzstan,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; ,Technical Assistance,"42,781",42781,KGZ,614,17,Central Asia,417,Kyrgyzstan,survey,imf_482_2020_Kyrgyzstan,42781
2019,International Monetary Fund - IMF,Lao People's Democratic Republ,Lao People's Democratic Republic,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; ,Technical Assistance,"79,761",79761,LAO,745,18,South East Asia,418,Lao People's Democratic Republic,survey,imf_483_2020_Lao People's Democratic Republic,79761
2019,International Monetary Fund - IMF,Lebanon,Lebanon,NA,Lead Donor,NA,2.4.7; 2.6; 2.2; ,Technical Assistance,"52,511",52511,LBN,555,11,Middle East,422,Lebanon,survey,imf_484_2020_Lebanon,52511
2019,International Monetary Fund - IMF,Lesotho,Lesotho,NA,Lead Donor,NA,2.5; 2.2; ,Technical Assistance,"53,852",53852,LSO,249,4,Sub-Saharan Africa,426,Lesotho,survey,imf_485_2020_Lesotho,53852
2019,International Monetary Fund - IMF,Liberia,Liberia,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"178,295",178295,LBR,251,4,Sub-Saharan Africa,430,Liberia,survey,imf_486_2020_Liberia,178295
2019,International Monetary Fund - IMF,Libya,Libya,NA,Lead Donor,NA,2.4.6; ,Technical Assistance,"13,895",13895,LBY,133,3,North of Sahara,434,Libya,survey,imf_487_2020_Libya,13895
2019,International Monetary Fund - IMF,Madagascar,Madagascar,NA,Lead Donor,NA,2.2; 2.7,Technical Assistance,"31,810",31810,MDG,252,4,Sub-Saharan Africa,450,Madagascar,survey,imf_488_2020_Madagascar,31810
2019,International Monetary Fund - IMF,Malawi,Malawi,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; 2.7,Technical Assistance,"127,656",127656,MWI,253,4,Sub-Saharan Africa,454,Malawi,survey,imf_489_2020_Malawi,127656
2019,International Monetary Fund - IMF,Malaysia,Malaysia,NA,Lead Donor,NA,2.5; ,Technical Assistance,"24,521",24521,MYS,751,18,South East Asia,458,Malaysia,survey,imf_490_2020_Malaysia,24521
2019,International Monetary Fund - IMF,Maldives,Maldives,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; 2.2; 4.5; 2.7,Technical Assistance,"171,430",171430,MDV,655,10,South Asia,462,Maldives,survey,imf_491_2020_Maldives,171430
2019,International Monetary Fund - IMF,Mali,Mali,NA,Lead Donor,NA,2.4.7; 2.6; 2.2; ,Technical Assistance,"49,940",49940,MLI,255,4,Sub-Saharan Africa,466,Mali,survey,imf_492_2020_Mali,49940
2019,International Monetary Fund - IMF,Mauritania,Mauritania,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.2; 4.5; ,Technical Assistance,"111,738",111738,MRT,256,4,Sub-Saharan Africa,478,Mauritania,survey,imf_493_2020_Mauritania,111738
2019,International Monetary Fund - IMF,Mauritius,Mauritius,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.2; ,Technical Assistance,"58,306",58306,MUS,257,4,Sub-Saharan Africa,480,Mauritius,survey,imf_494_2020_Mauritius,58306
2019,International Monetary Fund - IMF,"Micronesia,Federated States Of",Micronesia (Federated States of),NA,Lead Donor,NA,2.5;,Technical Assistance,"5,771",5771,FSM,860,12,Oceania,583,Micronesia (Federated States of),survey,imf_495_2020_Micronesia (Federated States of),5771
2019,International Monetary Fund - IMF,Moldova,Moldova (Republic of),NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; 2.7,Technical Assistance,"121,040",121040,MDA,93,103,Eastern Europe,498,Moldova (Republic of),survey,imf_496_2020_Moldova (Republic of),121040
2019,International Monetary Fund - IMF,Mongolia,Mongolia,NA,Lead Donor,NA,2.4.7; 2.5; 2.2; 2.7,Technical Assistance,"29,649",29649,MNG,753,9,East Asia,496,Mongolia,survey,imf_497_2020_Mongolia,29649
2019,International Monetary Fund - IMF,Montenegro,Montenegro,NA,Lead Donor,NA,2.6; 2.4.6; 2.2; ,Technical Assistance,"37,875",37875,MNE,65,103,Eastern Europe,499,Montenegro,survey,imf_498_2020_Montenegro,37875
2019,International Monetary Fund - IMF,Morocco,Morocco,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.2; ,Technical Assistance,"58,749",58749,MAR,136,3,North of Sahara,504,Morocco,survey,imf_499_2020_Morocco,58749
2019,International Monetary Fund - IMF,"Mozambique, Republic Of",Mozambique,NA,Lead Donor,NA,2.5; 2.2; ,Technical Assistance,"68,961",68961,MOZ,259,4,Sub-Saharan Africa,508,Mozambique,survey,imf_500_2020_Mozambique,68961
2019,International Monetary Fund - IMF,"Myanmar, Union Of",Myanmar,NA,Lead Donor,NA,2.6; 2.5; 2.2; 2.7,Technical Assistance,"151,865",151865,MMR,635,18,South East Asia,104,Myanmar,survey,imf_501_2020_Myanmar,151865
2019,International Monetary Fund - IMF,Namibia,Namibia,NA,Lead Donor,NA,2.4.6; 2.5; 2.7 ,Technical Assistance,"109,973",109973,NAM,275,4,Sub-Saharan Africa,516,Namibia,survey,imf_502_2020_Namibia,109973
2019,International Monetary Fund - IMF,Nauru,Nauru,NA,Lead Donor,NA,2.6; 2.5; 2.2; ,Technical Assistance,"97,196",97196,NRU,845,12,Oceania,520,Nauru,survey,imf_503_2020_Nauru,97196
2019,International Monetary Fund - IMF,Nepal,Nepal,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; 2.7,Technical Assistance,"155,775",155775,NPL,660,10,South Asia,524,Nepal,survey,imf_504_2020_Nepal,155775
2019,International Monetary Fund - IMF,Nicaragua,Nicaragua,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; ,Technical Assistance,"99,015",99015,NIC,364,16,Central America,558,Nicaragua,survey,imf_505_2020_Nicaragua,99015
2019,International Monetary Fund - IMF,Niger,Niger,NA,Lead Donor,NA,2.4.7; 2.6; 2.4.6; 2.5; 2.2; ,Technical Assistance,"53,475",53475,NER,260,4,Sub-Saharan Africa,562,Niger,survey,imf_506_2020_Niger,53475
2019,International Monetary Fund - IMF,Nigeria,Nigeria,NA,Lead Donor,NA,2.4.7; 2.6; 2.2; ,Technical Assistance,"124,032",124032,NGA,261,4,Sub-Saharan Africa,566,Nigeria,survey,imf_507_2020_Nigeria,124032
2019,International Monetary Fund - IMF,Palau,Palau,NA,Lead Donor,NA,2.5; ,Technical Assistance,"8,701",8701,PLW,861,12,Oceania,585,Palau,survey,imf_508_2020_Palau,8701
2019,International Monetary Fund - IMF,Panama,Panama,NA,Lead Donor,NA,2.6; 2.4.6; 2.2; ,Technical Assistance,"118,021",118021,PAN,366,16,Central America,591,Panama,survey,imf_509_2020_Panama,118021
2019,International Monetary Fund - IMF,Papua New Guinea,Papua New Guinea,NA,Lead Donor,NA,2.4.7; 2.6; 2.5; ,Technical Assistance,"43,907",43907,PNG,862,12,Oceania,598,Papua New Guinea,survey,imf_510_2020_Papua New Guinea,43907
